,image_path,source,target,generated_linguistic_metaphor,entailing_literal,contradicting_metaphor,contradicting_literal,literal_description,objects,properties,relations,visual_elaboration
542,imgs/1613_0.jpg,Contagious Diseases,Dangerous Beliefs,Their minds were immune to rational arguments after exposure to propaganda.,People became resistant to logical reasoning after being influenced by misleading information.,"Exposure to propaganda broke down their resistance, leaving their minds vulnerable and receptive to rational arguments.",People became more receptive to reason and evidence after encountering propaganda.,Minds becoming resistant to logic and reason due to propaganda influence.,"Mind, Immune System, Propaganda","Resistant, Closed, Infected",Propaganda acts like a virus that creates immunity against rational thought,"A brain wearing a hazmat suit blocking out incoming arrows labeled ""facts"" while surrounded by dark smoke."
543,imgs/1868_1.jpg,Self-propelled Motion,Self-initiated Change Of State,They skipped toward their transformation.,They enthusiastically embraced and pursued personal change.,"They recoiled from their transformation, digging their heels into familiar ground.",They fearfully resisted any form of personal transformation.,Joyful journey toward change or growth.,People in motion,"Skipping, transforming, movement forward","Movement toward change, progression from one state to another",People skipping along a path that gradually transforms from human footprints into butterfly shapes.
544,imgs/1113_0.jpg,Up,Control,The management climbed to absolute control.,The management gradually gained complete authority over operations.,"The management plummeted to the bottom rung of authority, buried beneath layers of subordination.",The management lost all influence and became subordinate.,Gradual acquisition of power and dominance.,"Management team, climbing structure","Vertical ascent, hierarchical movement",Upward movement towards a position of control,Business people in suits climbing a corporate ladder that spirals up to a golden throne.
545,imgs/902_0.jpg,Heat,Anger,His temper simmered just below the surface.,He maintained a controlled but persistent state of anger.,"His temper remained stone cold, all heat long extinguished and settled to ice.",His emotions were completely settled and showed no signs of agitation.,Suppressed anger ready to erupt.,"Temper, Liquid/Water","Hot, Bubbling, Contained","Simmering beneath surface, Ready to boil over","A man's face as a pot lid, with bubbling red liquid threatening to escape from underneath."
546,imgs/810_0.jpg,Life,Existence,Life is a canvas painting existence's story.,"Each moment of existence is shaped by our experiences and actions, creating a unique personal narrative.","Life is a photograph already developed, displaying existence's predetermined image with no exposure left to capture.","Existence is predetermined and unchangeable, with no room for personal influence or creativity.",Life is an ongoing creative process that we shape through our experiences.,"Life, Canvas","Artistic, Evolving, Narrative",Life actively creates/paints on the canvas of existence,A partially painted canvas showing vibrant life scenes emerging from blank spaces with a paintbrush floating above.
547,imgs/15_0.jpg,Liquid,Money,Their savings pooled together created a reservoir of opportunity.,Their combined savings provided substantial financial resources for future investments.,"Their savings remained as isolated puddles, each too shallow to sustain any meaningful opportunity.",Their separate savings were insufficient to create any meaningful opportunities.,Combined financial resources create abundant possibilities.,"Savings, Reservoir","Pooled, abundant, flowing",Money combining to form larger body like water,Coins and bills flowing like water streams into a large reservoir with doors and pathways emerging from its surface.
548,imgs/1276_2.jpg,Journey,Longterm Purposeful Activity,Each team member carries their own backpack of responsibilities.,Everyone involved has specific duties and commitments in this long-term project.,"The whole team shares one communal pack, with no individual burdens to shoulder.",No one has individual responsibilities; everything is completely shared.,Individual burden and personal accountability in a team setting.,"Team members, Backpacks","Heavy, Personal, Filled with tasks","Carrying/bearing weight, Individual ownership",People in business attire carrying transparent backpacks filled with glowing task papers and folders.
549,imgs/1934_2.jpg,Possession,Loved One,He's my prized masterpiece in life's gallery.,He is the most significant achievement in my personal life.,He's just another forgotten trinket in life's junk drawer.,He is an insignificant part of my life's accomplishments.,Someone who is highly valued and cherished above all others.,"Person, Gallery, Masterpiece painting","Precious, valuable, unique, displayed prominently",The person is being compared to a masterpiece artwork in a gallery setting,A golden-framed portrait of a person glowing brightly in a dimly lit gallery among other paintings.
550,imgs/365_0.jpg,An Animal,Lustful Person,She circles potential mates like a shark sensing blood.,She persistently pursues potential partners with predatory focus.,"She approaches potential partners like a cautious deer at the forest's edge, carefully observing before taking a single step forward.",She approaches relationships with patience and careful consideration.,Predatory and calculating behavior in dating.,"Woman, Shark, Blood","Circling, Hunting, Predatory",Woman acting like a hunting shark,"A woman in a cocktail dress circling men at a bar, with a shark's fin protruding from her back."
551,imgs/29_0.jpg,Fighting A War,Treating Illness,Medical specialists are the commanding officers in the war room.,Medical specialists are expert healthcare providers who direct and coordinate treatment plans.,"Medical specialists are distant civilians reading yesterday's dispatches, uninformed bystanders to battles already fought.",Medical specialists are uninformed observers who play no role in treatment decisions.,Medical specialists are authoritative leaders making critical decisions.,"Medical specialists, War room, Commanding officers","Strategic, authoritative, decision-making",Doctors positioned as military leaders in control center,Doctors in white coats standing around a hospital floor plan like generals at a war table with medical charts as battle maps.
552,imgs/1286_1.jpg,Objects,Ideas,Fresh ideas are bright lanterns in the dark.,New ideas provide clarity and guidance in confusing or difficult situations.,Fresh ideas are smoke clouds that obscure an already foggy path.,New ideas only create more uncertainty and confusion.,Ideas illuminate and provide guidance through uncertainty.,"Ideas, Lanterns, Darkness","Fresh, Bright, Illuminating","Lanterns cutting through darkness, providing light and direction","Glowing lanterns shaped like lightbulbs floating in a dark space, emitting rays of golden light."
553,imgs/1551_1.jpg,Containers,Obligations,She sealed her obligations in airtight containers.,She ensured her commitments were secure and wouldn't be forgotten or neglected.,"She left her obligations in lidless, bottomless containers.",She left her commitments open-ended and undefined.,Strict commitment to responsibilities.,"Obligations, Airtight containers","Sealed, Secure, Preserved",Person storing commitments in containers,A woman placing glowing paper contracts into glass mason jars with tight metal lids.
554,imgs/160_1.jpg,"Touching, Eyes Are Limbs",Seeing,Her eyes reached out and caressed the landscape.,She carefully observed and took in the details of the landscape.,"Her eyes remained withdrawn, their limbs never reaching out to touch the landscape.",She completely ignored and failed to notice the landscape.,"Gentle, loving observation of scenery.","Eyes, Landscape","Gentle, tender, reaching",Eyes actively touching/interacting with landscape,"Two floating eyes with soft, glowing hands extending to touch a scenic mountain view."
555,imgs/1061_3.jpg,Transferring An Object,Acting On,The manager passed the decision-making power to his team.,The manager empowered his team to make decisions independently.,"The manager kept decision-making power locked in his own hands, never releasing it to the team.",The manager retained sole decision-making authority without sharing it.,Transfer of authority and responsibility.,"Manager, team, decision-making power","Transferable, shared, movable","Passing from one entity to another, like handing over a physical object",A manager hands a glowing torch to a circle of team members with outstretched hands.
556,imgs/199_3.jpg,Control Over Possessions,Action,His movements were precious commodities under lock and key.,He exercised careful control over his physical actions and behavior.,His movements were worthless trinkets tossed carelessly to the wind.,"His movements were careless and uncontrolled, without any restraint.",Restricted and controlled movement.,"Movements, Lock, Key, Precious commodities","Restricted, Valuable, Protected",Movements are treated as valuable items that are kept secured,A figure trapped in a golden vault with their limbs bound by chains and padlocks.
557,imgs/291_1.jpg,Shopping,Comparing And Seeking,Each option is a product on the shelf of possibilities.,Different alternatives are available for consideration and comparison before making a choice.,"Each option is locked away in a windowless stockroom, sealed from view and impossible to examine.","Options are hidden and inaccessible, making comparison impossible.",Choices are like items available for selection.,"Options, Products, Shelf","Multiple items, Organized display, Available choices",Options are presented as physical items that can be selected from a shelf,"A supermarket shelf with glowing items labeled as ""dreams,"" ""choices,"" and ""opportunities."""
558,imgs/1861_3.jpg,Self-propelled Motion,Self-initiated Change Of State,He sprinted toward personal growth.,He eagerly and actively pursued self-improvement opportunities.,"He remained parked in neutral, resisting any personal growth.",He remained stagnant and resistant to any personal development.,Rapid and determined self-improvement.,"Person running, Growth symbol","Fast movement, Upward direction",Person actively moving toward growth,"A person running up a staircase made of growing plants and flowers, each step taller than the last."
559,imgs/545_2.jpg,Competition For Desired Objects,Competition,Competitors are piranhas in a feeding pool of limited resources.,Competitors aggressively and ruthlessly vie against each other for scarce resources in an intensely hostile environment.,"Competitors are guests at an endless buffet, sharing plates in an atmosphere of plenty.",Competitors are cooperative partners in an environment of abundant resources.,Aggressive and ruthless competition for scarce resources.,"Competitors, Piranhas, Resource Pool","Aggressive, Frenzied, Limited","Feeding, Competing, Fighting",Business people with piranha heads frantically fighting over floating dollar bills in a shrinking pool.
560,imgs/348_3.jpg,Replacement,Change,"Like a software update, the replacement fixed old bugs.",The change corrected previous problems and improved functionality.,"Like a faulty patch, the replacement spawned new bugs and degraded performance.",The change introduced new errors and made the system less effective.,Improvement through replacement or upgrade.,"Software update, bugs","Fixing, upgrading, improving",Update resolves problems like bugs,A computer screen showing a progress bar transforming digital bugs into butterflies.
561,imgs/534_2.jpg,People,Machines,"Like humans, machines communicate in their own language.","Machines exchange data and instructions through systematic protocols and programming languages, similar to how humans exchange information through spoken and written language.","Machines are mute strangers, each locked in solitary silence without the ability to share a single word.","Unlike humans, machines do not have any system for exchanging information or data with each other.",Machines have their own form of communication similar to human language.,Humans and machines,"Communication ability, distinct languages",Parallel between human speech and machine code,"A split screen showing a human speaking words and a computer displaying binary code, connected by speech bubbles."
562,imgs/68_3.jpg,Moving Object,Schedule,The project timeline is sliding on ice.,The schedule is unstable and difficult to control.,"The project timeline is locked on rails, running with unwavering precision.",The project timeline has perfect traction and stability.,Unstable and out of control.,"Project timeline, Ice","Slippery, Unstable, Moving",Timeline is losing control on a slippery surface,A calendar sliding and spinning on a cracking ice surface with papers flying off.
563,imgs/103_1.jpg,Line,Light,The lighthouse beam drew lines of hope across the sea.,The lighthouse's light created straight paths of illumination over the water.,"The lighthouse beam scribbled chaotic tangles across the sea, offering no direction.","The lighthouse beam dispersed randomly, providing no guidance.",Light represents guidance and salvation in darkness.,"Lighthouse beam, Sea","Bright, directional, hopeful",Beam cutting through darkness across water,"A bright lighthouse beam cutting through dark waters, with golden rays forming a bridge across stormy waves."
564,imgs/515_0.jpg,Motion (location),Change,The economy is climbing out of recession.,The economy is gradually improving after a period of decline.,The economy is sinking deeper into recession.,The economy is sinking deeper into recession.,Economic recovery and upward progress from a difficult situation.,"Economy, Recession (represented as a pit or hole)","Upward movement, struggle, progress",Moving from lower (negative) to higher (positive) position,A business-suited figure climbing up a steep rocky cliff with economic indicators pointing upward along the path.
565,imgs/1550_1.jpg,Containers,Obligations,His obligations were stacked like overflowing containers.,He had multiple responsibilities that were becoming difficult to manage simultaneously.,"His obligations barely filled the bottom of a single container, leaving ample room to spare.",His responsibilities were minimal and easily manageable.,Overwhelming amount of responsibilities.,"Obligations, Containers","Stacked, Overflowing, Numerous",Obligations are visualized as physical containers that are piled up and spilling over,A person struggling beneath towering shipping containers spilling papers and tasks everywhere.
566,imgs/1572_2.jpg,Forces,Obligations,The magnetic field of commitment drew him back to his promises.,His sense of obligation compelled him to fulfill his commitments.,"His commitments drifted in zero gravity, untethered and exerting no pull on his conscience.",His commitments had no hold over him and were easily forgotten.,Irresistible force of obligation pulling someone back to their word.,"Magnetic field, person, promises","Magnetic, pulling force, invisible power",Drawing/pulling back towards commitment,A man being pulled by visible magnetic waves toward a glowing contract with his signature.
567,imgs/1652_0.jpg,Up,Rational,His reasoning reached new heights.,His logical thinking became more advanced and sophisticated.,His reasoning never left the ground.,His thinking remained shallow and instinctive.,Achievement of advanced intellectual understanding.,Reasoning (abstract thought process),"Vertical movement, elevation, advancement",Upward progression from lower to higher level,A brain floating on a rocket soaring upward through clouds toward stars.
568,imgs/1345_2.jpg,Paths,Linear Scales,"Like stepping stones across a river, each mark bridges gaps in the scale.",The scale's markings provide continuous reference points for measurement.,"Like scattered boulders across an uncrossable chasm, the sparse marks leave yawning gaps that strand any attempt at precision.",Large gaps between scale markings make precise measurement impossible.,Progressive steps leading to a goal.,"Stepping stones, River, Scale marks","Sequential, Bridging, Spaced","Stones connect one side to another, marks connect points on scale","A series of numbered stones forming a path across flowing water, with measurement marks rising from each stone."
569,imgs/1661_3.jpg,Locations,Beliefs,She stands at the crossroads of conflicting beliefs.,She is facing a difficult decision between different belief systems or ideologies.,"She is firmly planted on a single, straight road with no intersections in sight.",She is absolutely certain about her beliefs with no doubt or alternatives to consider.,Being in a state of difficult decision-making between different ideological choices.,"Person, Crossroads","Multiple paths, Diverging directions, Uncertainty","Standing at intersection, Paths representing different beliefs",A woman standing at a glowing intersection where each road glows with different colored symbols representing contrasting beliefs.
570,imgs/1092_1.jpg,Food,Ideas,His mind digested the new information slowly.,He took time to fully understand and process the new information.,His mind spat out the new information before even tasting it.,He immediately rejected the new information without consideration.,"Processing and understanding information takes time, like digesting food.","Mind, Information","Slow, Processing, Digestive",Mind is treating information like food being digested,"A brain with a mouth chewing on floating books and papers, with thought bubbles emerging gradually."
571,imgs/1863_0.jpg,Self-propelled Motion,Self-initiated Change Of State,She leaped into a new mindset.,She deliberately chose to adopt a different perspective.,She remained rooted in her old way of thinking.,She stubbornly maintained her old way of thinking.,Sudden transformation of thinking.,"Person, Mental state","Dynamic, transformative, sudden",Physical action (leaping) representing mental change,"A woman jumping through a portal, her silhouette transforming from gray to colorful."
572,imgs/1461_0.jpg,Resources,Ideas,"This idea is a renewable energy source, generating endless possibilities.",This idea can continuously inspire new thoughts and innovations without being depleted.,"This idea is a match struck once, exhausted after its single spark.",This idea is finite and becomes useless after a single application.,The idea is inexhaustible and continuously produces new opportunities.,"Idea, Renewable Energy Source","Endless, Generating, Continuous","The idea acts like a power source, creating possibilities","A glowing lightbulb with solar panels for filaments, radiating colorful beams that transform into various objects."
573,imgs/1629_1.jpg,Areas,Subjects,Economics is a weather system of fluctuating patterns and predictions.,Economics involves studying changing patterns and making forecasts based on various factors.,"Economics is a flat, unchanging plain where every coordinate has been mapped and charted with absolute certainty.",Economics is completely static and predictable with no variation or uncertainty.,Economics is unpredictable and constantly changing like weather patterns.,"Economics, Weather system","Fluctuating, unpredictable, cyclical",Economics behaves like weather patterns with ups and downs,"A weather map showing dollar signs instead of sun/rain icons, with swirling arrows and rising/falling graphs."
574,imgs/512_2.jpg,Motion (location),Change,Their relationship hit a roadblock.,Their relationship encountered a serious problem or obstacle.,Their relationship cruised down an open highway without a single obstacle in sight.,Their relationship progressed smoothly without any issues.,Progress in their relationship has been suddenly stopped or hindered.,"Relationship, Roadblock","Sudden stop, obstacle, barrier",Movement forward being blocked,A heart-shaped car crashing into a large concrete roadblock on a winding path.
575,imgs/781_2.jpg,Moving Object,Force,"Like a speeding train, the force crashes through all barriers.",Force can overcome obstacles and resistance when applied with sufficient strength.,"Like a soap bubble colliding with a blade of grass, the force dissolves at the smallest barrier.",Force is easily stopped by the smallest obstacle in its path.,Unstoppable power and momentum.,"Train, Force, Barriers","Speeding, Powerful, Destructive",Train breaking through physical obstacles,A locomotive bursting through brick walls with glowing energy trails behind it.
576,imgs/1871_2.jpg,Linguistic Communication,Communication,Language is a garden where meaning blooms.,Communication develops and grows as people cultivate their understanding.,Language is a desert where meaning withers and dies.,Language is a barren wasteland where meaning withers and dies.,"Language grows and develops like flowers in a garden, producing beautiful meanings.","Language, Garden, Meanings as flowers","Growing, Blooming, Cultivated","Language acts as the garden space, meanings are the flowers that grow within it",A lush garden with words sprouting from the soil and blooming into colorful flower-letters.
577,imgs/656_2.jpg,Points (set Up In Spatial Configuration),Facts,"These facts are floating in space, disconnected from reality.",The information lacks context and connection to practical circumstances.,These facts are fixed coordinates plotted firmly on the map of practical reality.,The facts are firmly grounded in reality with clear practical applications.,Information that lacks context or grounding in reality.,"Facts, Space, Reality","Floating, Disconnected, Untethered",Facts are separated from a solid ground (reality) by empty space,"Paper documents floating in dark space, with broken chains dangling from them, drifting away from Earth below."
578,imgs/1223_0.jpg,Possessions,Responsibilities,These treasures I guard are the duties I must protect.,Important responsibilities require careful attention and dedication to maintain.,"These duties are clutter I abandon in some forgotten corner, left to gather dust without a second thought.",Responsibilities need no protection and can be neglected without concern.,Duties are valuable and require protection like precious treasures.,Duties represented as treasures,"Valuable, requiring protection, precious",Guardian/protector relationship with duties,A person in armor standing guard over a chest filled with glowing scrolls and documents.
579,imgs/1616_3.jpg,Contagious Diseases,Dangerous Beliefs,The community developed antibodies against extremist propaganda.,The community became resistant to and learned to reject extremist messages.,"The community's immune defenses collapsed, making it a fertile breeding ground for extremist propaganda to spread unchecked.",The community became increasingly susceptible to extremist messages.,The community built natural defenses against harmful ideologies.,"Community, Antibodies, Propaganda","Protective, Defensive, Harmful",Community fighting against harmful elements like an immune system,"A human body outline filled with people fighting off dark virus-like shapes labeled ""propaganda."""
580,imgs/1648_1.jpg,Musical Harmony,Interpersonal Harmony,Their relationship conducts a harmonious ensemble.,Their relationship guides and maintains positive interactions among all involved parties.,Their relationship orchestrates a clashing cacophony among all involved parties.,Their relationship creates chaos and disruption among all involved parties.,Perfect synchronization and balance between two people.,"Relationship, Musical conductor, Orchestra","Harmonious, Synchronized, Musical","Conducting, Leading, Coordinating","Two people standing on a conductor's podium, jointly conducting an orchestra of floating musical notes."
581,imgs/529_1.jpg,Nausea,Disgust,The media's bias induced a national nausea of disgust.,The media's prejudiced reporting caused widespread public revulsion.,The media's reporting settled the national stomach with a palatable embrace of unity.,The media's reporting brought unity and acceptance throughout the nation.,The media's biased reporting makes the entire nation feel sick and disgusted.,"Media, Nation","Biased, Nauseating, Sickening",Media causing sickness to the nation,A TV screen spewing green toxic waves making people across a map of the country vomit.
582,imgs/1402_1.jpg,Forward Motion,Progress Of External Events,Life's conveyor belt carries events steadily ahead.,"Situations and circumstances progress in a continuous, mechanical fashion.","Life's events ricochet like pinballs, scattered in random directions without a forward path.",Events are randomly scattered with no consistent progression or pattern.,Life moves forward continuously and mechanically without stopping.,"Conveyor belt, Life events","Steady, Continuous movement, Mechanical, Forward-moving",Events being carried forward on the belt in sequence,"A long conveyor belt carrying different life moments like graduation caps, wedding rings, and baby toys moving forward."
583,imgs/1655_1.jpg,Up,Rational,His mind climbed to clearer perspectives.,He achieved more rational and objective viewpoints.,His mind remained mired in the lowlands of subjective fog.,His mind remained clouded by subjective feelings.,Achieving better understanding or clarity of thought.,"Mind, Mountain/Height","Ascending, Clear, Elevated",Movement upward toward clarity,"A brain climbing a mountain ladder, with fog at bottom and crystal clear sky at top."
584,imgs/239_0.jpg,Landscape We Move Through,Time,We're scaling the cliffs of passing seconds.,We're constantly working to make progress as time moves forward.,We're standing motionless on a moving walkway as the seconds glide effortlessly beneath our feet.,Time passes without requiring any effort or engagement from us.,Time is a challenging upward struggle.,"People, cliffs, seconds (time)","Vertical, challenging, continuous movement",People climbing against the flow of time,Tiny climbers ascending a steep cliff face made of giant ticking clock hands.
585,imgs/615_0.jpg,Writing,Ideas,Writing is the compass that guides wandering ideas home.,Writing provides direction and structure to scattered thoughts.,Writing is a broken compass that spins ideas deeper into the wilderness.,Writing leads ideas astray and causes them to lose their way.,Writing provides direction and structure to scattered thoughts.,"Compass, Ideas","Wandering, Directional, Guiding",Compass guides lost ideas to a destination,A glowing compass with floating thought bubbles being magnetically pulled toward a lit doorway.
586,imgs/654_2.jpg,Points (set Up In Spatial Configuration),Facts,These scattered facts need to be mapped out.,The disorganized information needs to be arranged in a logical structure.,"These facts are already arranged in a crystalline grid, requiring no further plotting.",The information is already well-organized and requires no further arrangement.,Disorganized information needs to be structured and organized.,"Facts, Map","Scattered, Disorganized, Needs structure",Facts being transformed from scattered state to organized map form,Floating paper scraps with facts transforming into an organized map with clear pathways and connections.
587,imgs/1405_0.jpg,Forward Motion,Progress Of External Events,The river of events flows endlessly downstream.,External situations continue to advance naturally and unstoppably.,"Events circle endlessly in an eddy, trapped in place rather than advancing forward.","Events pool in a stagnant pond, refusing to move forward.",Time and events are continuous and unstoppable.,"River, Events","Flowing, Endless, Continuous",Events are depicted as water moving downstream,A winding river filled with floating calendar pages and clock faces moving downstream.
588,imgs/1860_1.jpg,Self-propelled Motion,Self-initiated Change Of State,She walked herself into a new career path.,She actively initiated and pursued changes in her professional life.,She was swept into a new career path by forces beyond her control.,External forces pushed her into an unwanted career change.,Making progress towards a new professional direction.,"Person, Path","Walking, New direction, Career-related",Movement forward on a transforming path,A woman walking on a winding path that transforms from regular pavement into golden stepping stones with different career symbols.
589,imgs/1918_2.jpg,Open Paths,Opportunities,The fog lifts to reveal countless trails ahead.,"As clarity increases, multiple opportunities become apparent.",The fog lifts to reveal the trails have narrowed to a single passage.,Greater understanding leads to fewer visible opportunities.,Clarity emerging from confusion about life choices.,"Fog, trails","Lifting fog, multiple paths","Revealing, branching forward",A dense fog parting to show multiple winding paths diverging toward a bright horizon.
590,imgs/302_2.jpg,Money,Time,His time account was running dangerously low.,He had very little time remaining to complete his tasks.,His time account was overflowing with surplus hours.,He had an abundance of time available for his tasks.,Time is running out and precious like money in a bank account.,Time as a bank account,"Depleting, dangerous, limited",Time being treated as currency that's diminishing,An hourglass shaped like a bank vault with last few grains of sand falling through.
591,imgs/895_0.jpg,Motion,Form,The lines waltz around the composition.,"The linear elements create a graceful, rhythmic arrangement in the design.",The lines thrash and stagger through the composition.,The lines are chaotic and arhythmic in the composition.,Graceful and flowing movement.,"Lines, Dance (waltz)","Flowing, curved, rhythmic",Lines are personified as dancers moving in a waltz pattern,Curved lines swirling in elegant dance patterns with musical notes floating around them.
592,imgs/3_0.jpg,Brittle Object,"Mind, Or Mental Self",The news struck her mind like a hammer on glass.,The shocking news caused immediate and severe emotional distress.,"The news bounced off her mind like a pebble off diamond, leaving not even a scratch.",The news had no impact on her emotional state whatsoever.,"Sudden, devastating psychological impact.","Mind, hammer, glass","Fragile, shattering, forceful",Violent impact of hammer breaking glass represents devastating news breaking mental state,"A glass head shattering into pieces as a hammer strikes it, with news headlines visible in the fragments."
593,imgs/773_2.jpg,Pursuer,Time,"The footsteps of time echo behind us, growing ever closer.",We are constantly aware of time's presence and its increasing impact on our lives.,"Time stands frozen on a distant horizon, its silent footsteps never reaching our path.",Time's presence is imperceptible and has no impact on our existence.,Time is pursuing and catching up to us.,"Time, Footsteps, Person","Echoing, Growing closer, Pursuing",Time is personified as a pursuer following behind a person,A shadowy figure with clock-face features leaving footprints that glow behind a running person.
594,imgs/242_2.jpg,Adversaries,Difficult Subjects,"These challenging concepts are guerrilla fighters, striking from unexpected angles.",These challenging concepts are difficult to grasp because they present themselves in unpredictable and surprising ways that catch learners off guard.,"These challenging concepts are textbook opponents, telegraphing every move from predictable positions in broad daylight.","These challenging concepts are straightforward and predictable, presenting themselves in clear and expected ways.",Difficult ideas that attack our understanding in surprising and unpredictable ways.,"Challenging concepts, Guerrilla fighters","Unpredictable, aggressive, surprising",Concepts attacking like fighters from hidden positions,Books and papers morphing into camouflaged soldiers jumping out from shadows with weapons drawn.
595,imgs/1886_0.jpg,Ingesting A Substance Compulsively,Acting Compulsively,She's mainlining validation through constant selfie-posting.,She compulsively posts selfies seeking immediate approval from others.,"She sips validation like an occasional social drink, posting the rare selfie without thirsting for approval.",She shares photos occasionally and doesn't depend on others' approval.,Addiction to social media validation.,"Person, Syringe, Smartphone","Addictive behavior, Desperate need for approval",Person using social media likes as a drug,A person injecting themselves with a syringe filled with glowing social media likes and hearts.
596,imgs/1487_3.jpg,Something Moving Toward You,Time,Each second is a meteor hurtling toward Earth's atmosphere.,Time moves rapidly and inevitably toward us from the future.,"Each second is a dust mote drifting aimlessly through the void, never arriving anywhere in particular.",Seconds drift lazily in space with no particular destination.,Time is rapidly and dramatically passing by.,"Seconds (time), Meteor, Earth","Fast-moving, burning, inevitable","Meteor falling toward Earth, representing passage of time",A clock face with burning meteors instead of hands streaking toward Earth below.
597,imgs/1305_0.jpg,Giving An Object,Creating,The chef extended flavors to simple ingredients.,The chef created delicious dishes by combining and cooking ingredients.,"The chef withheld all flavor from the ingredients, keeping them as plain as they arrived.",The chef left ingredients bland and unprocessed.,The chef transforms basic ingredients into complex flavors.,"Chef, ingredients, flavors","Simple becoming complex, transformation",Chef actively enhancing and transforming ingredients,"A chef with magical hands sprinkling colorful sparkles onto plain vegetables, transforming them into vibrant dishes."
598,imgs/759_2.jpg,Beings With Life Cycles,Theories,The competing theories engaged in a survival of the fittest.,Different theories were tested against each other until the most valid one prevailed.,"The competing theories all flourished together in a garden without natural selection, each sprouting and thriving equally regardless of their fitness.",All competing theories were equally accepted without any evaluation of their merit.,Academic competition and dominance.,"Theories, Animals in competition","Competing, Fighting, Surviving",Theories are portrayed as animals in a natural selection scenario,Two muscular animals with book-shaped heads wrestling in a scholarly arena.
599,imgs/69_1.jpg,Moving Object,Schedule,Our schedule is bouncing like a rubber ball.,The timeline is erratic and unpredictable in its changes.,"Our schedule runs on rails, steady as a commuter train.",Our schedule is steady and maintains a consistent pattern.,Unpredictable and constantly changing.,"Schedule, Rubber ball","Bouncing, Unpredictable movement, Unstable",Schedule behaving like an erratically bouncing ball,A calendar page shaped like a rubber ball bouncing wildly off walls with dates flying off.
600,imgs/1051_1.jpg,Journey,Love,Their love hit a dead end.,Their relationship reached a point where it could no longer progress or continue.,Their love opened onto endless roads stretching toward infinite horizons.,Their love had endless possibilities and continuous growth.,Their relationship has no future or way forward.,"Love, Dead end street","Blocked, No passage, Final",Movement stopped by barrier,A heart-shaped car crashed into a brick wall at the end of a dark street.
601,imgs/9_0.jpg,Brittle Object,"Mind, Or Mental Self",The memories fractured like a dropped mirror in her mind.,Her memories became fragmented and distorted due to trauma.,"Her memories remained sealed in unbroken crystal, pristine and perfectly clear in her mind.",Her memories remained clear and perfectly preserved.,Broken and scattered thoughts causing mental distress.,"Memories, Mirror","Fractured, Shattered, Broken",Breaking apart within the mind,"A woman's face reflected in shattered mirror pieces, each shard showing different memory fragments."
602,imgs/1708_1.jpg,Body,Society,The government is society's brain.,The government controls and coordinates various social functions and makes decisions for society.,The government is society's appendix—present in the body but performing no coordinating or decision-making function.,The government has no role in coordinating or decision-making for society.,Controls and directs society's functions like a brain controls a body.,"Government, Brain","Control center, decision-making organ",Government directs society as brain directs body,A giant brain in a capitol building sending electrical signals through city streets like neural pathways.
603,imgs/872_0.jpg,Cover,External Appearance,Their public image is a glossy magazine cover.,Their external appearance is polished and professionally curated.,Their public image is a dog-eared paperback cover with creased corners and smudged ink.,Their public image is rough and unrefined.,Superficial and artificially polished appearance.,"Public image, Magazine cover","Glossy, polished, superficial",Image being compared to a magazine cover's surface-level perfection,A person's face reflecting in a shiny magazine cover that shows cracks beneath the glossy surface.
604,imgs/1626_2.jpg,Areas,Subjects,Philosophy is an endless ocean with depths yet to be explored.,Philosophy contains limitless possibilities for inquiry and contemplation.,Philosophy is a shallow wading pool with a painted bottom and rigid plastic walls.,Philosophy is a shallow pond with obvious and finite conclusions.,"Philosophy is vast, mysterious, and contains undiscovered knowledge.","Ocean, Philosophy","Endless, deep, unexplored","Philosophy is compared to ocean depths, suggesting unknown territories","A deep ocean with ancient books floating at different depths, with a diving philosopher descending into darkness."
605,imgs/27_1.jpg,Fighting A War,Treating Illness,The body's fever is its thermal weapon against pathogens.,Elevated body temperature is a natural defense mechanism that helps eliminate harmful organisms.,"The body's fever serves as a heated sanctuary, providing shelter and hospitable conditions for pathogens to thrive.",Fever is a harmful response that aids pathogen survival in the body.,Fever serves as a defense mechanism against disease.,"Body fever, weapon, pathogens","Thermal, defensive, combative",Fever acting as a weapon fighting against invading pathogens,A thermometer shaped like a sword radiating heat waves that destroy menacing bacteria creatures.
606,imgs/453_1.jpg,Unity (of Two Complementary Parts),Love,Love is two melodies weaving into one song.,"Love combines two distinct personalities into a beautiful, harmonious relationship.",Love is one melody drowning out the other to perform its solo.,Love drowns out one person's voice to amplify the other's solo.,Two separate entities becoming harmoniously united.,"Melodies, Song","Musical, Intertwining, Harmonious",Two distinct elements combining into one unified whole,Two colorful musical notes intertwining into a heart-shaped treble clef with flowing ribbons of music.
607,imgs/537_1.jpg,People,Machines,Machines can learn from their mistakes like people do.,Machines can adjust their algorithms and improve their performance based on previous errors in their output.,"Machines are stubborn pupils forever repeating the same errors, unable to grow wiser through failure the way people do.","Machines cannot adapt or improve their performance based on previous errors, unlike people who learn from mistakes.",Artificial intelligence systems improve through trial and error similar to human learning.,"Machines, People","Learning capability, Error correction, Improvement",Machines mirroring human learning behavior,"A robot and human sitting at school desks, both erasing mistakes on their papers with matching expressions."
