,Unnamed: 0,image,claim,label,image_hash
875,875,328-1.png,"Even though I knew the act was fake, it was still a good performance that got my heart racing.",entailment,70a918a3089eb9585acf5bf26c986971
876,876,378.png,homework is a breeze,contradiction,dae9303cf7d7832650bcd8f09db357dd
877,877,161.png,he drives a tank,entailment,d2ca9a16be03ac1109ec01e6b64067a4
878,878,917-4.png,His purplish head was illuminated by the moon.,entailment,0f5e471bbf966ba88dce3c1c89bc539a
879,879,646-1.png,The Leviathan in the ocean is a small immobile land.,contradiction,347ae3ac5d0706709c66bb9e67604a6b
880,880,752-3.png,Stock prices are increasing everyday.,entailment,0d42b793168a91a62bbf76347106a5d0
881,881,32.png,a mighty lion,contradiction,46ff93b75a9af748c5f297724c0d818d
882,882,101.png,blanket of flowers,entailment,9622cdb0abd5f4152c171b0520e18f50
883,883,364-2.png,The fruits are likely to rot and spoil.,contradiction,c9066f06a43aa4ae86d867c6d05a5fc2
884,884,371.png,homework is a breeze,entailment,1c9468e703f6f8f9cc14e6f08a1c5add
885,885,508-2.png,The ice is constantly stuck to the sides of rivers.,contradiction,cd59c1e528186128906291c6a0947b3a
886,886,812-2.png,He was so overwhelmed with happiness.,entailment,b237c22ac81f41b8b3f81c4ad5855dd8
887,887,678-1.png,The dollar has been increased by inflation.,contradiction,d508ce93e39b960619f7ec226e93b1c4
888,888,619-2.png,The meat was cooked in a fatty gravy.,entailment,9e5f31517d8a9580673280f40f9d8a91
889,889,892-1.png,The effect of the war was the economical crisis,contradiction,998577985f825758b5e1cf60f5234ac5
890,890,467-1.png,"Linoge stands in the driving snow, looking comfortable.",entailment,01f256c8dc7345e5d5230c9763ad4d79
891,891,862-2.png,Now you can go to sleep.,entailment,2262b32929c49dc0f5f11d6a47c9bb13
892,892,347.png,home was prison,entailment,1a69b7c694b99ef1f7f7d3c1d30bb103
893,893,554.png,she was a sly cat,contradiction,40a3e13d5da506abd0b42f95b64bb228
894,894,599.png,walking encyclopedia,entailment,a11122f5c3237bcd314d78e5f6baba10
895,895,543.png,she was a busy bee,entailment,762da1827d8c7885be13620be69d71b0
896,896,252-3.png,He eats his food too fast!,entailment,ad4a915f62a9c990170fb2b9005c7d3f
897,897,130.png,blanket of snow,contradiction,571a9e02288914af7d4acaf6f85b9e45
898,898,600.png,walking encyclopedia,contradiction,63144d83b100ff02b18d3bfd2fdff691
899,899,324-1.png,The conversation that evening was lively and interesting.,contradiction,c54d5463dea7ecd663fe982f60f46606
900,900,37-2.png,The soldiers were angels.,contradiction,259625039cddc3f97ba9384f390f09df
901,901,884-4.png,The wind roared; the waves collided - we were fine.,contradiction,daf11cde5c2fa625fa30729bdbd4604b
902,902,13-1.png,Miranda waved back apathetically.,contradiction,813930bb7658c38afd880a8867fb59ad
903,903,954-2.png,He is catching a plane with his body.,contradiction,4f334de3a2c54cf668da0ec9846bba83
904,904,180-3.png,She suddenly started to have a luxurious life.,entailment,305740d81478cbe2006f141cdd3ee7c4
905,905,275.png,heart of a lion,contradiction,0b45b4fc121070d5dd75b112c79d1a2d
906,906,111-2.png,I feel immediately inferior .,entailment,d01d82a0cca3d66a6f77d70e9f7b0954
907,907,651-1.png,We came to the mutual understanding to settle the deal and declare it as a peaceful agreement.,entailment,72735247862996729d2fdb7ab91eee54
908,908,606-1.png,He is now deformed after contracting leprosy.,entailment,2a49bbfb20a6acb2ff51ec6034a2ea5c
909,909,1053-1.png,There was loud aplause.,entailment,24216aa57dbe4df39c9a211a51d2bcdd
910,910,912-1.png,he felt an intense anger overcoming him,entailment,f108371d189573af62626de2793f3946
911,911,706-1.png,They looked like a feather mattress.,entailment,04d01a08ce298d1d3838db9c4c8fea61
912,912,238-3.png,The bliss has reached fever pitch as it engulfs me warmly,entailment,bd959b62097d104e5fa8a628978456d4
913,913,366.png,homework is a breeze,contradiction,78940b5efb141a8f2c6b4464ffb06586
914,914,159-1.png,His eyes begin to tear up and they look luminescent.,entailment,f2858fe5a98b8cca0e04a505989f9a1c
915,915,164-1.png,She will forever remember this event.,entailment,5b09319e23e2e861ca7a526a5ed16d7e
916,916,30.png,a mighty lion,contradiction,9c2ee8681e81b30964ca35b728628241
917,917,217-2.png,That build looks weak and falling apart,entailment,afdfe1f97e88822520a0593c34d671b9
918,918,114-1.png,The rooms in the house are very close to each other and almost seem that they are connected.,entailment,6e1ed9ec88dc905a9982a1585b793dd8
919,919,673-1.png,Don't retain my original words.,contradiction,5e545c470fe7cb65fc4bf9d27a0ec3f8
920,920,220.png,he is a fox,contradiction,0b50856ff7ec4f5ae6d92b99c035b3ef
921,921,733-1.png,Surrounded by darkness like a garment.,entailment,71c59791995637947e5eb872e8da78b9
922,922,727-1.png,I saw the depressed and sad look on their faces.,entailment,80b6b18e506cfd84048c0a09fe0e7430
923,923,683-4.png,It was disappointing to find out that my objections were put aside.,entailment,720795d8903c9cf1efa390b1e8b1c1dc
924,924,494.png,she is a ray of sunshine,contradiction,674c73df984ce4f028910e662b8cb3fa
925,925,76.png,an angel,contradiction,e078b9c41b7fc6bbc50ecef66b3b67b9
926,926,475.png,sea of umbrellas,entailment,9c8923030b415b4c1232af35eef4c26f
927,927,776-2.png,The clouds were circling each other in the sky.,entailment,cd3976b115623207627221db941e1369
928,928,34.png,a night owl,contradiction,7810ed7bf85baf6fdb660a221908cd65
929,929,124.png,blanket of snow,contradiction,33fd570af2e3af28112d73a936a92bc9
930,930,24.png,a mighty lion,contradiction,13c9591a28324028f588afb9c15e2448
931,931,362.png,homework is a breeze,contradiction,2bb5b41c4221ff106b92c85117c6370f
932,932,819-3.png,The judge is dishonest,entailment,5a1f0c40c6ada3b0164bf1c4f01290bc
933,933,28.png,a mighty lion,contradiction,20bd1039281dd5989d29ae2e6088ae39
934,934,760-1.png,I'm wet.,contradiction,9763a70395a8f02ce413470550911999
935,935,27-1.png,You are not listening to me.,entailment,f91d4a5537844e89b161949c24290bd8
936,936,608.png,walking encyclopedia,contradiction,7e0ff2a01b04a40a88d5342f192af0a1
937,937,262.png,heart of a lion,contradiction,0fdaa20fc9eeb2d000cc60dfb835b43b
938,938,266.png,heart of a lion,entailment,08ccd868e46d523e33513dcfc04c011f
939,939,106-1.png,I feel full control of the situation.,contradiction,fc7bd71bf3c47568b0a567f31057822c
940,940,466.png,sea of knowledge,contradiction,891fee83df6b94122d603589b99cd23f
941,941,512-1.png,I showed my anger and kept quiet.,contradiction,2aabee1b3163d4c68e2f0b06213dceb2
942,942,367-1.png,The house is pretty,entailment,b2e65b329b315d294321aaec4f9f7867
943,943,257.png,heart of a lion,entailment,c5d99f69f3218f81b8cb3cf376eb2aad
944,944,400.png,jungle city,contradiction,f33c4688ba581dc4fdb6bcde2dea0ffd
945,945,85-1.png,his mind attempted to make the connection.,entailment,7531c33e0259123bc940e6d31425463f
946,946,477.png,sea of umbrellas,entailment,9af7b397e0e456ee3e455a3dc99a368e
947,947,133.png,blanket of snow,entailment,91e54929ed207582262ea349f30bf2fc
948,948,826-1.png,But we kept strongly,entailment,0e0feb5e8463b7959b1d4f95161f4918
949,949,382.png,homework is a breeze,contradiction,8195a6f4849d05249b0efefa75b9813a
950,950,356.png,home was prison,contradiction,c907970ae03957e3f6c1403a925ae675
951,951,711-1.png,You speak in a charming and effective way but I am not convinced.,entailment,dc0b228108c8d3a5821bf9cb08e9214c
952,952,618-1.png,"The boy's face changed swiftly, showing a hint of pain before it was gone.",entailment,231455a4e4f5c991af99fd1544e3f4f4
953,953,612.png,walking encyclopedia,contradiction,5f1024ca4761b8370fd584662f9f7034
954,954,373-4.png,The fabric was not smooth,entailment,87136211733c93597e4f9864139b9e18
955,955,8.png,a lion on the battlefield,entailment,5035688b92641e52187fb0fc14d10a6f
956,956,98-3.png,I'm sharp,contradiction,46ab1ebdc41d6ae2427b573bd48e30a0
957,957,50-2.png,I am black and his skin is a different color than mine.,contradiction,8ab35e7f452e366d0f691a9a807f6844
958,958,919-4.png,She had a bad idea,contradiction,957cb1693abac0d911d1fbf490510bb8
959,959,213-1.png,The sudden fame made her totally go crazy with ego.,entailment,72e5521ac410c249d35fc969e3e65caa
960,960,881-3.png,He pleaded for her forgiveness but Janet did not listen to him,entailment,6d8e9a26acac98148bd0127914c4a8b6
961,961,372.png,homework is a breeze,contradiction,1f7a8c0afe72b11972e39701fa761352
962,962,29-1.png,The final scene of the novel describes a murder.,contradiction,09899e0a28293851e5cb42a33164ee86
963,963,remaining-1000.png,The world recession of 2001 was one of the worst in history.,contradiction,55a2d5b33ce0db2b2830a209c2a88352
964,964,422.png,jungle city,contradiction,cee7d0859114e8b37be3757280e1c764
965,965,211.png,he is a fox,entailment,925b042a86047aff94a6dcd082d1e843
966,966,459.png,sea of knowledge,entailment,da3ddcac5fb6445f665f52be8093cbf6
967,967,399.png,jungle city,entailment,5ff99507c5dd99a2cc42a889894d7e06
968,968,504-1.png,A global catastrophe causes all major technology to be rendered useless.,entailment,47e3719658dbb906fa02723e82c8d9e3
969,969,118-4.png,The first thing I noticed when I walked in the room was the black leather chair behind the desk- it was wide and comfortable looking.,entailment,d3c9322b31a3f78332bb9e4126f2bb06
970,970,546.png,she was a busy bee,contradiction,1f78ca0aee23f0e893fd105f42aa4900
971,971,314.png,heart sank,contradiction,eb51e76eb860d17bce97039aaf4db859
972,972,11-1.png,The pain was mild.,contradiction,37e020f95f938afad00bd453fe4740c0
973,973,191.png,he is a cheetah,entailment,9881f8a68d27ac6cdad04dd424ab077e
974,974,723-1.png,he summoned the servant.,entailment,b2cbfcda37a80436c0d0e070b14fa33f
975,975,1024-2.png,Turkey has great relations with Israel and Armenia.,contradiction,acd64c2337459770feb2e55e0866e55c
976,976,274.png,heart of a lion,entailment,bbcf2bd6e117591c43352dc2e0f4a236
977,977,475-3.png,"Luca's eyes were yellow, and his pupils were small and black.",entailment,2a96f0f11a3b35344268fd2fd27d24f9
978,978,566.png,she was a sly cat,contradiction,9449a407ce1096b555ffb8195af77c64
979,979,532.png,she was a busy bee,contradiction,cd67ba517bb48e014cfe39eedc977190
980,980,636-2.png,The weeks passed slowly until we could meet again.,entailment,19a6a52b261315a9cc678c62981532b3
981,981,773-1.png,I asked for your help and you kindly helped me.,contradiction,f098fe5481d81c91f7e1ee0455e35761
982,982,129.png,blanket of snow,entailment,5c3cae15fb6f2130944e6ff498d0293d
983,983,312-1.png,The sun is setting in the dark sky and the color is now orange.,entailment,09ca7b3f139e41360e7a4374a21aef30
984,984,remaining-1039.png,The management is lavish.,entailment,0e2f094bad3be20cb93841e433617842
985,985,970-1.png,Consumer electronics are the least important products this year.,contradiction,da0ff04bf942eb04161e50077e79e728
986,986,1020-3.png,Murkowski is pushing against Congress,contradiction,925f6084144aa7b1fedd98ce43437bc5
987,987,351-4.png,"He was groggy, but as soon as he saw me, he sat up straight.",entailment,b043158c7b0a00853f227f4f413ed3e2
988,988,339.png,home was prison,entailment,518b5ead1bd13f5e40862c9385fb6db3
989,989,560.png,she was a sly cat,contradiction,cfaae23083db7b832f2fe6a0eadc4c59
990,990,430.png,light of my life,contradiction,2fca100bb8797202c1fd2d7f3fae8a2b
991,991,756-1.png,Tessa saw that the old woman's skin was green when she turned her head.,entailment,bbe426dbf9418827c9d506211f1bfb04
992,992,728-4.png,All the meadows are frozen and chilly.,contradiction,7ddf234e6d0d7fedabb7fca04b748114
993,993,100-2.png,His fist became slick.,entailment,d266e5fcd4d297a2f0307c0aa4080224
994,994,427.png,light of my life,entailment,a9e3a3262b3ae947523cae4d11446d4d
995,995,868-4.png,the faculty meeting was very bad,entailment,f6a3f93ab786bb6035396d8821536554
996,996,51.png,a night owl,entailment,59962abe88b19fcb632604e6499218a6
997,997,195.png,he is a cheetah,entailment,dd00418c389f36222e7d0f7d4b3c3b08
998,998,1012-2.png,She knew what she was looking for,contradiction,66a54ac801a6a9527d2d3390e4671074
999,999,318-4.png,His hair was thin.,entailment,2ea3689d507cc361c352a9f80f7477ad
1000,1000,186-1.png,The blood that oozed out was black.,entailment,69ce6243038d34f0bbca32a654c88e5b
1001,1001,46.png,a night owl,contradiction,1ee4136d3e39da256c960d0900d3d71e
1002,1002,321.png,heart sank,entailment,2ab2fdc7bb68a786a331f9fe0f0849da
1003,1003,19-1.png,The snow made the earth look exposed and vulnerable.,contradiction,ba58cde42ff4c8ddbbcc49a6e37030b3
1004,1004,528.png,she was a busy bee,contradiction,c61d9ec56588255a2a5c70e6d563fbd3
1005,1005,722-3.png,"The world was spinning round and round, and time stood still.",entailment,0d36a189dc7d919840db64624b19f1f4
1006,1006,218-4.png,I was trembling with terror when the next earthquake hit.,entailment,49558df0c40eb0538d1c98cbbc628129
1007,1007,455.png,sea of knowledge,entailment,4c0d4e786a9fd835651121214b272c50
1008,1008,82-1.png,It's so ugly just for us.,contradiction,7eacd6b361edc46a3ad183392fb45771
1009,1009,107.png,blanket of flowers,entailment,fdf80507998691bcf70016ad0b05460e
1010,1010,465-3.png,The faculty meeting was very bad.,entailment,de710751dd23ede0b2a9c17250a51dd7
1011,1011,804-1.png,The light had taken over the dark.,entailment,879384b05968d54a69ddcce905e7bfad
1012,1012,226-2.png,She was  Brunette and brown eyed and sturdy,contradiction,f4fc9d861b0709f2e273edf3a43b3c8f
1013,1013,531.png,she was a busy bee,entailment,619260adf6573de35389ad19b85e75c3
1014,1014,835-3.png,You start to worry when everyone becomes so concerned.,entailment,07d6ed9a6ea69a0652edcd3183a3c388
1015,1015,767-1.png,The cigarettes cured his health.,contradiction,273eb9d7ac9ea03d54c764c78f6c6f0a
1016,1016,725-1.png,We can count on this man.,entailment,6d4d5851ce3a2fc9f74a9dcb92700a85
1017,1017,828-4.png,"The assembly hall was now hot and moist, more so than usual.",entailment,01ec8f5702742e2b0010323a560fe34d
1018,1018,remaining-1002.png,Envy feeds your soul.,contradiction,4b2575cc0bedae5bf646f53aa1ee6743
1019,1019,7.png,a lion on the battlefield,entailment,fb68a52cb4ad7dff288f8efa71f7443c
1020,1020,280.png,heart of gold,entailment,f53ec9a9c772204ee7b000acd9c94fa7
1021,1021,717-2.png,The Star tops the Christmas tree during Christmas.,entailment,1fa283de939edbc75350b128f667bb45
1022,1022,566-3.png,The interior was cramped and shabby.,contradiction,951b473556237f38108287cffbd95487
1023,1023,58-1.png,Water leaked out of the can into the backpack.,entailment,0aa540d4dd3e7e12774f1e8165d36d78
1024,1024,547-2.png,Middle age made her less enthusiastic about travelling.,entailment,305f77c3109e41d8a43a046dd6b02679
1025,1025,332.png,heart sank,contradiction,305054177da5516cf0f6c843e2316422
1026,1026,102.png,blanket of flowers,contradiction,43c31b6a06c6710517ead1de4cdc2310
1027,1027,857-3.png,my feeling of love is pleasant and joyful,entailment,50ed7fe6ac12dd6576c6077bf3035d8c
1028,1028,590-2.png,My friend told me the project was very depressing to work on.,entailment,355f115dff9d4ed97995308f55815309
1029,1029,398-1.png,Being forced to read a book that you dislike the most is one of the worst things that can happen in life.,entailment,124ef9b43f477678360e3905f9d75c68
1030,1030,384-1.png,The barrel was thin and transparent,entailment,6b8c4ac70973366492132e46c4bbd73f
1031,1031,212-1.png,That path is straight.,contradiction,104058f04221be53ef0f40a463ba2719
1032,1032,280-4.png,It was a struggle for me to complete the work.,entailment,197dae422cd5f7278cd5514a56552579
1033,1033,44-1.png,My face was blank .,entailment,4701171b91b7c367214dd4979f4d1797
1034,1034,331.png,heart sank,entailment,5c096243c1abd51d7fd285b4f6596f68
1035,1035,211-4.png,The way they shade and sarcasm each other is not funny.,contradiction,82964613b127d7a45f45726a8edb0a6f
1036,1036,750-4.png,"Even though she's big, she's not very brave-and when she's on the ground, she's clumsy.",entailment,f5605f0232b4e814a082c7155c19096a
1037,1037,605.png,walking encyclopedia,entailment,9d82a56f74d1cfbd208613c6f0bc1ea3
1038,1038,499.png,she is a ray of sunshine,entailment,b251e4b2e91f1607285ab2683e95e0bf
1039,1039,308.png,heart of stone,contradiction,42344e72126a18e85d47ac4f22df01de
1040,1040,492.png,she is a ray of sunshine,contradiction,b8c897f725ef90c65d343e5cfe1fe2cb
1041,1041,remaining-966.png,He made a non-controversial claim.,contradiction,9138a9a78e37cd4c9b889bfba4fd6dd3
1042,1042,833-1.png,The bucket was light,entailment,5a4ebc587deaf8f721ed15f06c641f69
1043,1043,455-1.png,"Even though you both have something pressing to say, time is limited.",entailment,87961cf605f9742fc7f3eb92ea5fcca6
1044,1044,129-2.png,The candidate slammed into his opponent mercilessly.,entailment,1657fe2cf804f4b26ab5067c62632bd3
1045,1045,837-1.png,My personal feelings influenced my judgment in this case.,entailment,782815e6cedae95e7e12e01804e2253d
1046,1046,407.png,jungle city,entailment,e7a96e457ebc76ef74aee0967b12dc1c
1047,1047,269.png,heart of a lion,contradiction,0b45b4fc121070d5dd75b112c79d1a2d
1048,1048,remaining-1057.png,Android tablets have been very popular.,entailment,3b11135f0f19f04d9ccd2684f0301f3d
1049,1049,457-2.png,His head was smooth,contradiction,84a87cb6d1e6c63a2aadcc0d9343ff8d
1050,1050,282-3.png,Her voice was warm and refreshing.,entailment,63f941faa1f80daebb1bbdcea961aa66
1051,1051,16.png,a mighty lion,contradiction,72a05a348504f70ccf548e83e0965a7c
1052,1052,268.png,heart of a lion,entailment,cb2dcde44c55bcf27e535dc423946fcc
1053,1053,436.png,light of my life,contradiction,953295cfe2a59e94369364158368b8d8
1054,1054,288.png,heart of gold,entailment,07b87197fe5cf6b93c746e3399aa5a44
1055,1055,710-1.png,The family was very friendly.,contradiction,cf341f2e3f2740491dd843dc3e5ea03b
1056,1056,330.png,heart sank,contradiction,4e889e40e0fb1fec1da95b2d29bb8a9e
1057,1057,276.png,heart of gold,entailment,6605fc96c998a1dcaafe03a34716a181
1058,1058,336.png,heart sank,contradiction,a0d816ee040e4b96331ed58a7dd5d892
1059,1059,675-2.png,"After the champagne bottle, my brain is buzzing.",entailment,05e58700e8f2fd4303007ceb16e36e46
1060,1060,604.png,walking encyclopedia,contradiction,a2450b4dfdae3103305a39d9d709f34b
1061,1061,410-1.png,"They were cute things, black and hard.",contradiction,15c455b8d14e3c81fc8cc555f6afd92c
1062,1062,573-1.png,"Mrs. Hastings kept talking about how pretty the restaurant was, but Spencer thought it was too gloomy.",entailment,1f8108a96a44ef9baa539abb692218a2
1063,1063,694-1.png,"Since the day we are born to till the moment we die, our lives' only aim is to fulfill this urge of being happy, even though it is difficult.",entailment,7cb7e1a941f75614c038cb4fed9980f2
1064,1064,805-1.png,"If I ate like this, I would become obese.",contradiction,1ae6ffd972d8f96ca31221c78fba9204
1065,1065,89-3.png,"But then again, Peleg always has something very philosophical to say about every discussion.",entailment,4d5a46bc48896593790fac2a456d1fc5
1066,1066,62-4.png,The task seemed possible; it lay before Pruett in a calming and straightforward way.,contradiction,82e6dcdc89b44d28285fa8da0e718e42
1067,1067,137.png,blanket of snow,entailment,921e297b96dcbc7019634d5b6c5b87b0
1068,1068,255.png,heart of a lion,entailment,7f84d07a5c1679a302c69cd8ea3bbdda
1069,1069,608-1.png,The patient was anxious.,entailment,aaaf2f103947d137650b8f1b9773a701
1070,1070,373.png,homework is a breeze,entailment,bade79830f34d5f98db85ee900830884
1071,1071,352.png,home was prison,contradiction,efd563cb7a0e68e7ae3d770f7bf13753
1072,1072,863-2.png,Now you can sleep.,entailment,2262b32929c49dc0f5f11d6a47c9bb13
1073,1073,745-3.png,The sight of the abandoned boat on waves is really sad.,entailment,afc00b67b2299cc4d090ea6c33be6afb
1074,1074,465.png,sea of knowledge,entailment,53d5a4c022c21371712844d278fcedfd
1075,1075,179.png,he is a cheetah,entailment,4152e9e96eb2b0483a9f790b9ce71662
1076,1076,603.png,walking encyclopedia,entailment,25e56656dc93a80b631d6d516732805d
1077,1077,254-1.png,The branch was very sharp.,contradiction,6abddf4fcd8aba5a6b1dada3c17ae4c8
1078,1078,remaining-957.png,The computer battery ran out of power.,entailment,2af99f866b17ae86c63447ddff7b71b9
1079,1079,784-4.png,The dancer was boorish and uncoordinated.,entailment,da8e57af949fa3a73158201eaaa73c40
1080,1080,270-2.png,The instrument was easy to learn,contradiction,1a6023d0875f2438b04802c4e2a081d3
1081,1081,501.png,she is a ray of sunshine,entailment,67c6485f543ddf2b9591d821768bc4df
1082,1082,445-1.png,I eyed him warily as I picked it up; his nostrils were flaring.,entailment,d9be452a0382feaf365990105f50b527
1083,1083,695-1.png,Till the tree-tops were trembling the laughter.,entailment,e074a143eea3568d771ec19a77c661e0
1084,1084,1066-2.png,The research department was lacking novel ideas.,contradiction,fc92431a911f3cbdcdf54fcd332bd104
1085,1085,480.png,sea of umbrellas,contradiction,17758e1c690bf0888bd80b7208e99569
1086,1086,866-4.png,The faculty meeting was calm and relaxing,contradiction,f6a3f93ab786bb6035396d8821536554
1087,1087,932-1.png,The company's stock value decreased by one percent.,contradiction,025df853c29e86ac2033e83e1b566f9d
1088,1088,698-1.png,Now he feels agitated,contradiction,3f10ce0a56fbf3d9d4e8bc0d518ab0f8
1089,1089,19.png,a mighty lion,entailment,0da6893359b7e116cb43f9162a1cf47c
1090,1090,716-1.png,The hotel had a bad view,entailment,886516acc8ac4c02e6348273bfdd7aa8
1091,1091,162.png,he drives a tank,contradiction,88ccaa0aa938a6f1484514fb0ac77214
1092,1092,250-1.png,The entire police department in Ashland is clean.,contradiction,0829d0e99f1b50f2b5d15ba559b52e45
1093,1093,540.png,she was a busy bee,contradiction,61333c5f596303ba38c019513da2cac2
1094,1094,770-2.png,I was experiencing extreme changes in my feelings.,entailment,9644372c9868fea24138599e1bf47e0b
1095,1095,535.png,she was a busy bee,entailment,7173e3da1148a72df7e64c872a3e8a69
1096,1096,762-1.png,Adrenaline shot through him powerfully,entailment,e0f230152909006c6d936b1633f6d8c1
1097,1097,515-3.png,The moon gave the stars of the sky an opportunity to shine.,entailment,53557b190afbc7aa0a2b8a7ae3a0f9c5
1098,1098,170.png,he drives a tank,contradiction,2d716d2ed074312b3fa46f02e9c269d9
1099,1099,1065-2.png,She had new ideas.,entailment,fc92431a911f3cbdcdf54fcd332bd104
1100,1100,9-1.png,Her heart was beating rapidly inside her ribs.,entailment,e6f393bbee50fabb071365a7680808a8
1101,1101,505.png,she is a ray of sunshine,entailment,0039b4313c0be2623d0de23f88c7b384
1102,1102,585.png,their relationship is a house on fire,entailment,c06c9b54c6b12a95ec5de750b861d957
1103,1103,74.png,an angel,contradiction,8c7f94ab9d167d0f4d64b1fe683bb2cf
1104,1104,542.png,she was a busy bee,contradiction,c420fcfd0a89495ee7f52dfb26caf3d8
1105,1105,232-2.png,The cake was really moist,contradiction,2852f423c48e945cf9a279b434fa1492
1106,1106,315-1.png,The big waves saved the small boat from going down but it sank shortly thereafter.,contradiction,f5ef32a43214b9c89db48316b2ffea71
1107,1107,365-1.png,"I looked to my right and saw a figure standing on the platform, holding a rifle and staring down at us motionlessly.",entailment,2303370238b0ab94de1ae681cc950b49
1108,1108,85.png,an angel,entailment,b554fbe8698b5a0a50a90e62b2689f75
1109,1109,461.png,sea of knowledge,entailment,4913b4b3f5699fd296465e4a8d501dfb
1110,1110,176-1.png,I remained calm.,entailment,74734c896f004ea9a38af9a8088300cf
1111,1111,615-1.png,He's dirty,entailment,3b441757865b99cbbe133e1329e728fe
1112,1112,9.png,a lion on the battlefield,contradiction,9e0e6e9172752e3fb2458aaf3d5c8ad6
1113,1113,304-1.png,"Life is not a public performance on the Violin, you only learn in school and use the learning rest of your life.",contradiction,d8453b86992d030ec3d129b3f20e5ca4
1114,1114,494-1.png,She was draped in black.,contradiction,3336919915270c6b99f5e65aa0c733b3
1115,1115,544.png,she was a busy bee,contradiction,c7cc48aae102244eb28ad95e8ff79cf9
1116,1116,846-1.png,The guy looked short and agile in the small swimming pool.,contradiction,d919d382f0c443aab8cabe2244ec01d8
1117,1117,325-3.png,The jungle lay silent,entailment,16ffdfeb4ac834c63bf74a7592802104
1118,1118,329.png,heart sank,entailment,4ef09e26f4231c3aaf1554f1da1fc3d7
1119,1119,413.png,jungle city,entailment,e997a8a92fed1710e0fc24ac5035b745
1120,1120,820-1.png,They were very hesitant when we made contact with them.,entailment,a92b6ea93de737a2e7b5dfe5484ef36a
1121,1121,423.png,jungle city,entailment,9bb5174c5765f6e119b9bbfd732359e6
1122,1122,565.png,she was a sly cat,entailment,0a9e404671e3f25ff24feef14efb0a6c
1123,1123,464-2.png,The room was tiny.,contradiction,fe2e415bf28860d51557f0631c283917
1124,1124,410.png,jungle city,contradiction,4a11e0dcb656ded5f078b0fcd5f8dad8
1125,1125,127.png,blanket of snow,entailment,3713a6f0e85bd4acd7d5bf7fad77b881
1126,1126,830-4.png,That bird is very clumsy,entailment,f4dd0c390ff169e121d9bb87e126bcb3
1127,1127,remaining-1042.png,You can spend as much as you wish.,contradiction,a5f6302f8ca51fb07c8d265434c59857
1128,1128,909-2.png,the reasons of the crisis were not understood by Adam,entailment,27284ee20978e51628661c2b9a5afbcd
1129,1129,354.png,home was prison,contradiction,bacf035d3690feff822def18a9d4b026
1130,1130,423-1.png,His heart within him is fully rotten.,contradiction,a82ec72491d356d20d5efa22c9ad7eef
1131,1131,620-1.png,Trying to rationalize the situation eventually becomes troublesome,entailment,71e98b50da29a8f6250d054f6c2b6d53
1132,1132,763-1.png,She soundlessly landed after her cloak billowed around her and then vanished in a whirl of light.,entailment,c6e0a81d8e698dddad339474c6dfcc77
1133,1133,225.png,he is a fox,entailment,f11b3615ef7ca85a4c61a48632d186d7
1134,1134,99.png,blanket of flowers,entailment,65ef91407eb733c7325e1417894a9f98
1135,1135,200.png,he is a fox,contradiction,51494096e719bf07a26260aa0b2b2742
1136,1136,45.png,a night owl,entailment,2c177c337fee44e764a3cef04a80d713
1137,1137,759-1.png,we were exploring a very small grassland.,contradiction,305e98837681f1f857c80a44dd78a396
1138,1138,790-1.png,you're cheerful,contradiction,d3d4227adb539f79fa2a727ee41a6c4e
1139,1139,118.png,blanket of flowers,contradiction,22f4897bd8c67db326716cd70d31bd25
1140,1140,42-2.png,The faculty meeting was ridiculous.,entailment,0f2ea14950ba5e2fba7d1f1f85ead21c
1141,1141,746-3.png,Of the happy days that occurred afterward.,entailment,30ed8b891e24b25651f6ff53eedade24
1142,1142,36.png,a night owl,contradiction,2a9dc0952e3fbf87b41308d9e80df68a
1143,1143,439.png,light of my life,entailment,a2af0a81391aa359b599c82b54409915
1144,1144,168.png,he drives a tank,contradiction,1135f741f9da0804083071f034fcab85
